"uid","namedLocation","date","eventID","domainID","siteID","plotID","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","individualID","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks","measuredBy","recordedBy","dataQF"
"48399f8a-235d-45c6-b3c7-e4118bcff251","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04888",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"cfd9c297-1d02-4cf1-9693-a30f926fa728","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04999",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"8fee02ba-dbe0-4799-a7c0-4eeb538fb79d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04899",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"454a4a72-61d0-48d2-989b-5e0b53a6d4ac","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04900",NA,NA,"NEON.DOC.000987vG","VAOV","Vaccinium ovalifolium Sm.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"8ce8859b-6d33-44a5-aa84-a9d53a2ee050","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04896",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"421864ca-d6c2-4fe2-932f-6f12a40fccd6","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.05000",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"bb29052b-850b-476e-b5f3-79f995a28e12","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",8.4,21.9,NA,"NEON.PLA.D16.WREF.04985",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"9754b95e-1c83-4bd0-938b-a67a3e4f7c36","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","4","61",14,221.8,NA,"NEON.PLA.D16.WREF.04982",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","taxon verified 2017, JZ","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"36efd101-5295-48e2-99ec-fb0f17352e83","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04997",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"0e2656f9-bf05-4ac2-bfc9-8276f73e7c18","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",11.5,57.6,NA,"NEON.PLA.D16.WREF.04988",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"8203c267-0037-43fe-a630-7ecc6f33e9ae","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04989",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"d6a73498-861e-4fc5-92e7-b14e3c375a30","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04894",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"d341a800-d260-4fdf-a9a3-e5e161dc28be","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04886",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"add6a6e6-29ea-4f2d-9c6e-26ee2cd9bde0","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04998",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"25041a09-e856-4bd5-8176-400ab31ecf02","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",7.6,49.1,NA,"NEON.PLA.D16.WREF.04992",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"b41dfff9-a079-4859-8dbf-010a2b94fa9b","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",1.2,32.9,NA,"NEON.PLA.D16.WREF.04984",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"76f09d1e-b19a-47ea-bbde-e511af886b4f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04994",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"ce014491-8b52-46df-93d0-e62a3df09889","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04893",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"79f3cd69-8226-48b3-91aa-d52293f4d3cc","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1","21",2.8,82.9,NA,"NEON.PLA.D16.WREF.04890",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"60aef8d3-0420-489c-b0b3-04c243abc3a2","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04889",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"12297470-f25b-4ede-b234-1c067e63caca","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",2.6,90.6,NA,"NEON.PLA.D16.WREF.04983",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","VST Plot Mapper shows as outside plot but it is inside with tapes","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"fbbbe6a8-104c-40c3-9b2b-ce1b9bda2866","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04977",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","taxon verified 2017, JZ","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"05cb63bc-5790-4e40-aaa7-5a58bca464e2","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04885",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"59e1f7e9-7aed-4661-8de0-14be77e021f4","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04895",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"2e1c22f8-e869-4094-a0b3-94e77edd0cc5","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04898",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"d7a2396b-a40a-4636-ab3a-3d6c2ad71466","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",12.1,45.9,NA,"NEON.PLA.D16.WREF.04986",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"cf. species","taxon verified 2017, JZ","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"ab050eea-3b61-402b-8af8-a1d68ee16226","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",8.5,53.9,NA,"NEON.PLA.D16.WREF.04987",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","taxon verified 2017, JZ","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"3849db10-e5c9-4074-aab8-0e2f5b98d1c4","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04887",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Eolsen@battelleecology.org",NA
"1a77c85d-f031-4171-8342-290391561273","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04583",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"5c30fc91-a78c-4a3d-a1b4-cd85739cb7e1","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"41",7,209.1,NA,"NEON.PLA.D16.WREF.04544",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"579bd205-61b8-49d0-98b6-3bbd31819661","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21",NA,"39",4.8,159.7,NA,"NEON.PLA.D16.WREF.04949",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","dweller@battelleecology.org",NA
"f7a031ee-a904-44c8-9ebd-2dbe3187e849","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","41","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04971",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"d2fa5c96-cc31-4776-82af-1ef1eb6cb29d","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04846",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","Eolsen@battelleecology.org","Kchilders@battelleecology.org",NA
"ac3cc5e9-95d8-4f13-88ba-d9553aee9fb9","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04864",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Kchilders@battelleecology.org",NA
"fca3b689-f871-4724-a4c7-b04c56eccdb1","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"39",9,157.6,NA,"NEON.PLA.D16.WREF.04548",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"7f9428cf-f672-4bb0-bc70-3993710408be","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04566",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"f93af2df-0a5c-4272-93e0-3a3892679802","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"41",11.1,253.3,NA,"NEON.PLA.D16.WREF.04545",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"9d46b007-5ab9-4d23-9479-6cea9c774fa8","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"41",13.4,186.5,NA,"NEON.PLA.D16.WREF.04543",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"8a9ae84c-44bf-4826-87ea-8766b5906a25","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"39",8.8,154,NA,"NEON.PLA.D16.WREF.04547",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"967d1c38-a9be-4705-827c-1f6a20d569da","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04575",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"dc87febb-71c9-4388-a68e-b18688b4f5d8","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04573",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"7b8e954c-1635-4fa3-8aed-70d56121b3e2","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04555",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"9876e7fd-090d-492d-ad50-cb0258449474","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04554",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"223b55da-e2ca-4ebb-8216-ad05ce751ef1","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04868",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Kchilders@battelleecology.org",NA
"b27a3af9-97e1-4114-bef2-6b5286f5933c","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","41","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04969",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"37e399f6-ded3-4764-9d50-f2d2569e04e7","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04881",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","Kchilders@battelleecology.org","Eolsen@battelleecology.org",NA
"8af66d28-5fc9-44fc-86e1-d24d2307032f","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21",NA,"23",9,315.5,NA,"NEON.PLA.D16.WREF.04940",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","dweller@battelleecology.org",NA
"73444d03-764b-4d85-be83-8b39b8a04f42","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"23",19.3,280.5,NA,"NEON.PLA.D16.WREF.04551",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"00f4fa75-aa3e-43f1-a2db-fb5d5594358f","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","41","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04972",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"66ef1912-1045-4c76-9ee3-e9032c0b598d","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"41",16.6,214.4,NA,"NEON.PLA.D16.WREF.04540",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"96263693-58c1-4ba1-91a6-a6fd8f77e4ea","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04582",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"3f6fd7f2-97f5-429b-a948-dc857532a6d6","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04587",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"f47af92f-b658-421c-982d-cf3d81e0e9fd","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04597",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"cf2e3bb3-4124-4d04-9049-d27ae1bb4695","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","41",NA,"43",2.3,301.2,NA,"NEON.PLA.D16.WREF.04952",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"1d01cbc7-d357-4e17-adf8-67c8b6a69f9d","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","41","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04981",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","Eolsen@battelleecology.org","Jzemaitis@battelleecology.org",NA
"aef1efa1-e7d1-4446-a628-6002bb4c3dce","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04855",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Eolsen@battelleecology.org","Kchilders@battelleecology.org",NA
"10adfe58-ef6a-4d64-97f8-9f23b1399ca0","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04595",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
